"name",code,"parish_id"
"SIKYE", 10,"SIKYE"
"SILAKANO", 6,"BUMURWA"
"SILE EAST", 32,"FUALWONGA"
"SILE WEST", 33,"FUALWONGA"
"SILENGIRIRE", 6,"HABULEKE"
"SILILI", 6,"MGBERE"
"SILILWA", 10,"BUKOHO"
"SILIVE", 7,"NKONO WARD"
"SILONGO", 10,"SOONO"
"SIMALOK", 9,"LOKOLIA"
"SIMASE", 7,"LUBIRA"
"SIMATAN", 6,"CHEBINYINY"
"SIMBA", 8,"KASENENE"
"SIMBA A", 6,"KIBIBI"
"SIMBA B", 3,"MITWETWE"
"SIMBA-KATOVU", 7,"KATOVU"
"SIMBILI", 16,"IMVEPI"
"SIMBO", 20,"KIRWALI"
"SIMBWA", 7,"KABOWA"
"SIMBYANKURU CENTRAL", 3,"SIMBYA NKURU WARD"
"SIMBYANKURU I", 6,"SIMBYA NKURU WARD"
"SIMBYANKURU II", 4,"SIMBYA NKURU WARD"
"SIMIGINI", 5,"BUSWALE"
"SIMU", 10,"BUMAGABULA"
"SIMU A", 16,"SIMU"
"SIMU B", 6,"SIMU"
"SIMU CORNER", 24,"BUWAGOGO"
"SIMU CORNER TOWNSHIP", 8,"BUMUGOYA"
"SIMU VALLEY", 25,"BUWAGOGO"
"SIMVENI", 6,"ADRIPI"
"SIMWE", 3,"KAAZA"
"SIMWENGI", 9,"KIREWA"
"SINA", 16,"AMUDA"
"SINAI", 9,"KISANGA"
"SINALYA", 9,"KALULE"
"SINDA EAST", 12,"LENDU"
"SINDA WEST", 13,"LENDU"
"SINDA/KIVULUBA", 8,"KABIMBIRI"
"SINDE", 5,"SINDE"
"SINDET", 2,"CHESIMAT"
"SINDILA", 7,"SONI"
"SINDIRO/BUKWAYA", 18,"BWEEMA"
"SINDOYI", 5,"TARITO"
"SINGA", 11,"KAYANGA"
"SINGALA CENTRAL WEST", 15,"GANDA"
"SINGI", 6,"BULUMBI"
"SINGILA", 8,"LIA"
"SINGILA CENTRAL", 6,"LOLWE EAST"
"SINGILA WEST", 7,"LOLWE EAST"
"SINGILAY", 7,"KAPLEKEPSOI"
"SINGIRO", 14,"KATUULO"
"SINGISI NORTH", 4,"NABOWA"
"SINGISI SOUTH", 5,"NABOWA"
"SINGLA A", 20,"NYAKAGEI"
"SINGLA B", 11,"GANDA"
"SINGLA CENTRAL", 12,"GANDA"
"SINGLA CENTRAL SOUTH", 21,"NYAKAGEI"
"SINGLE QUARTER", 17,"KAKIRA WARD"
"SINGO", 11,"BUYUKI"
"SINGO-BUKWESE", 5,"KANYANDA"
"SINJA", 8,"MIGYERA T.B."
"SINOPTUMBO", 8,"KAPNGOTINY"
"SINYAKI", 14,"ALIRIBU"
"SINYANI", 5,"MENGO WARD"
"SINYANYA", 2,"MAAJI"
"SINZIRI", 19,"KIHURUMBA"
"SIONGO", 6,"BUMUFUNI"
"SIPI", 3,"NGASIRE"
"SIPPI T/C A", 6,"BUNALWERE"
"SIPPI T/C B", 6,"BUWEKANDA"
"SIRAKANO A", 19,"MASABA"
"SIRAKANO B", 20,"MASABA"
"SIRANGA", 14,"NALWIRE"
"SIREKA", 7,"SIKUDA"
"SIREKERE", 7,"BUMBO"
"SIRERE A", 10,"LUNYO"
"SIRERE B", 11,"LUNYO"
"SIRI", 23,"KIGEZI"
"SIRIBA", 21,"SOUTHERN WARD"
"SIRIKA", 12,"NAMUKOGE"
"SIRIKANO", 21,"BUHASABA"
"SIRIMITYO", 15,"TANGWEN"
"SIRIMULA", 6,"SIRIMULA"
"SIRINDA", 5,"NGANGATA"
"SIRINGMBA", 6,"MURUSI"
"SIRIPI", 17,"IMVEPI"
"SIRIYE", 8,"OLILIM"
"SIRO", 9,"KONO"
"SIROBERA", 9,"MUTETTEMA"
"SIROMBE", 12,"KABOYI"
"SIRON", 12,"SIRON"
"SIRONGO A", 11,"MULANDA"
"SIRONGO B", 22,"MULANDA"
"SIRONKO", 5,"MALUKHU"
"SIROWA", 10,"LUTOLO"
"SIRUMBUSA", 7,"KHABUTOOLA"
"SIRWANDAI", 11,"KAPNYIKEW"
"SISABASI", 27,"BUTTINGU"
"SISIA", 14,"MBARAKA"
"SISIKA", 20,"BUMUMALI"
"SISIMACH", 12,"KAPKWATA"
"SISIMWON", 7,"KABORE"
"SISIRO", 14,"LUGALA"
"SISITYA", 2,"TABAGON"
"SISIYA", 7,"KAPTERET"
"SISIYI", 22,"SISIYI"
"SISIYI A", 9,"KINGANDA"
"SISIYI B", 10,"KINGANDA"
"SISONGOFU", 22,"NAMUNYALI"
"SISUMO", 23,"BUHEHE"
"SISYE", 4,"NAMATALA"
"SITABALE/BUPAYI", 5,"GULUDDENE"
"SITEEKA", 1,"NAMUNYALI"
"SITENGO", 7,"DADIRA"
"SITIINI A", 14,"BIISO"
"SITINI B", 15,"BUSINGIRO"
"SITIRA", 19,"SOONO"
"SITIYO", 4,"KAMUTUNGON"
"SITOTWON", 13,"MULUNGWA"
"SITU", 15,"KIVUJE"
"SITUMI", 12,"BUNAMBALE"
"SITYA", 9,"TUMBOBOI"
"SITYOHE", 8,"MWEMA"
"SIWA", 8,"KATAJULA"
"SIWA A", 8,"NYAMALOGO"
"SIWA B", 7,"NYAMALOGO"
"SIWA C", 14,"NYAMALOGO"
"SIWOLELO", 8,"BUMAEFE"
"SIWOLOLO 'A'", 12,"LUNYO"
"SIWOLOLO 'B'", 13,"LUNYO"
"SIWULIHIRE", 8,"SIKUDA"
"SIXTH STREET", 3,"INDUSTRIAL AREA"
"SIYAKA", 10,"BUSAMBATSA I"
"SIYANTSA", 22,"BUKHAWEKA TOWN BOARD"
"SIYANZA", 8,"KHABUTOOLA"
"SIYERYAMUBA", 13,"RUGENDABARA"
"SIYONI", 11,"RWABARANGA"
"SIYOY", 1,"CHEMONGES WARD"
"SOBBO", 32,"BUTANDIGA"
"SOBEZI", 19,"JEWA"
"SOBORWA", 5,"WANGEYO"
"SOBYA", 4,"KIRASA"
"SOCIAL CENTRE", 10,"MENGO"
"SODOGO", 2,"PAYARU"
"SOFIA", 19,"KYARWEHUUDE"
"SOFIA 'A'", 1,"NORTH EAST B WARD"
"SOFIA 'B'", 2,"NORTH EAST B WARD"
"SOGOLERO", 8,"MWEZI"
"SOGOLOMONG", 6,"MUSAS"
"SOGONO", 14,"KAKORO"
"SOKODOKAN", 6,"SANGAR"
"SOKODU", 2,"MORULEM"
"SOKOKHO", 22,"BUNAMWANDU"
"SOKOLO CENTRAL", 4,"SOKOLO"
"SOKONZI", 10,"OMUA"
"SOKOSO", 6,"GWERO-NAMAYUGE"
"SOKUSOKU", 24,"PAGEI"
"SOLIA", 10,"CENTRAL WARD"
"SOLIKIK", 5,"LOMORUITAE"
"SOLLA LOWER", 24,"GIDUNO"
"SOLLA UPPER", 23,"GIDUNO"
"SOLO 'A'", 1,"NORTH A WARD"
"SOLO 'B'", 2,"NORTH A WARD"
"SOLO 'C'", 2,"NORTH B WARD"
"SOLONKO", 8,"KASYEBAI"
"SOLOTI", 23,"MUTTO"
"SOMBA", 6,"NABUYOGA"
"SOMBA A", 5,"BUGALO"
"SOMBA B", 6,"BUGALO"
"SOMERO", 5,"NAMATALA"
"SOMI", 37,"BULEGENI WARD"
"SOMOHO", 7,"BUGANA"
"SON OGWANG", 9,"KATAJULA"
"SONDE", 6,"MISINDYE WARD"
"SONGAGAAGI", 4,"KIBIRO"
"SONGARAHO", 8,"NYAMASOGA"
"SONGARAU", 13,"BUHUKA"
"SONGEA", 28,"PATEK"
"SONGERO", 6,"KITUUMA"
"SONGOGWA", 6,"KIKUYU"
"SONGOK", 12,"KAPTUM"
"SONGOLI", 18,"OMOYO"
"SONGONI", 11,"BUWAKHATA"
"SONI KAINJA", 14,"SONI"
"SONKOROCH", 18,"KAPTUM"
"SONSIO", 5,"WALUKUBA"
"SONZI", 17,"PASAI"
"SOOBA", 14,"MIGAMBA"
"SOOBI", 6,"BUNABUTSALE"
"SOOBO", 6,"BUKINYALE"
"SOOKO A", 19,"RYABIJU"
"SOOKO B", 20,"RYABIJU"
"SOOKO C", 21,"RYABIJU"
"SOOLA", 4,"SOOLA"
"SOONA", 7,"KANGULUMIRA"
"SOONO", 18,"SOONO"
"SOOSI I", 10,"KABOOLE"
"SOP-SOP NORTH", 6,"SOP-SOP"
"SOP-SOP SOUTH", 7,"SOP-SOP"
"SORE", 15,"MORON"
"SORIMAN", 6,"KOKORIO"
"SOROTI", 3,"MANDWA WARD"
"SOROTI NURSES CELL", 8,"PIONEER WARD"
"SOSET", 6,"NYILIT"
"SOSHO", 11,"SOSHO"
"SOSO", 3,"KABATUNDA"
"SOSUR", 6,"TUIKAT"
"SOSYO", 12,"KABAT"
"SOTTI", 12,"SOTTI"
"SOUTH", 4,"CENTRAL ZONE WARD"
"SOUTH A", 8,"KISUGU"
"SOUTH B", 9,"KISUGU"
"SOUTH C", 10,"KISUGU"
"SOUTH CENTRAL EAST", 2,"CENTRAL"
"SOUTH CENTRAL WEST", 3,"CENTRAL"
"SOUTHERN", 6,"CIVIC CENTRE WARD"
"SOWESI", 19,"LUZZI"
"SOWETO", 4,"WANDEGEYA"
"SOWEZI B", 15,"LUZZI"
"SOWOI", 4,"KULULU"
"SOWOS", 8,"NGASIRE"
"SOWUR", 9,"KUBOBEY"
"SOYMINING", 8,"BURKEYWO"
"SOYO", 4,"KAPYATEI"
"SOZZI", 15,"NAKAGONGO"
"SPECIAL AREA", 3,"RUKONO"
"SPIRE", 13,"NDEEBA"
"SPIRE ROAD", 7,"CENTRAL JINJA EAST"
"SPORTA", 6,"NSIIMA"
"SSAAYI", 10,"SSAAYI"
"SSAKABUSOLO", 4,"LUBUGUMU"
"SSALA", 3,"KAVUMBA WARD"
"SSAMBA", 9,"BUWAGGA"
"SSAMBU", 9,"KIMERA"
"SSAMBWE A", 8,"SSAMBWE"
"SSAMBWE B", 9,"SSAMBWE"
"SSAMBWE C", 10,"SSAMBWE"
"SSAMMA", 14,"MUSA"
"SSANDA", 5,"NGONGOLO"
"SSANGA", 8,"NAMAYIBA"
"SSANGO A", 5,"SANGO"
"SSANGO B", 6,"SANGO"
"SSANZE", 6,"MIFUNYA"
"SSASASSA", 10,"BAJJO"
"SSASSA", 5,"BUGANDO"
"SSAYI", 2,"WAMBALE"
"SSAZA", 7,"BUTEGO"
"SSAZI/BBANGA/LULONGO", 3,"SSAZI"
"SSEBAGALA", 15,"KANSANGA"
"SSEBBANDA", 7,"KIKUNYU"
"SSEBIJJA", 6,"BUSOGA"
"SSEBOBBO", 14,"KABBEGA"
"SSEBUWUFU", 4,"NAMIRALI WARD"
"SSEERA", 11,"KABIGI"
"SSEETA", 10,"MITIGYERA"
"SSEETA-GOLI", 12,"KAMMENGO"
"SSEETA/BUWUNDA", 9,"KABULE"
"SSEGGANGA", 5,"KYENGEZA"
"SSEKAMALYA", 9,"KIWAGUZI"
"SSEKE A", 7,"BUSUBI"
"SSEKE MAIN", 8,"BUSUBI"
"SSEKINDI", 15,"BUKASA"
"SSEKKINGA", 17,"BUTALAGA"
"SSEMAWUNDO", 11,"BUFUMIRA"
"SSEMBWA", 6,"BULWADDA"
"SSEMBWA PA I", 7,"BULWADDA"
"SSEMPIJJA", 12,"BUKOTO I"
"SSEMUKOMBE", 4,"KAWUMBA"
"SSEMUTO", 7,"BUYINJA"
"SSENDAGALA", 8,"LUWAFU"
"SSENDAWULA", 11,"GGABA"
"SSENERO", 9,"BUTOOLO"
"SSENGA", 4,"BUJUMBA/TIKALU"
"SSENGE", 2,"NALUVULE"
"SSENSULA", 3,"NAKASEKE NORTH WARD"
"SSENTAMU", 13,"KANABULEMU"
"SSENYA", 13,"SSENYA"
"SSENYANGE", 13,"KABAALE"
"SSENYANGE A", 4,"SENYANGE"
"SSENYANGE B", 5,"SENYANGE"
"SSENYI A", 5,"KOBA"
"SSENYI B", 6,"KOBA"
"SSERINYA", 11,"LULAMBA"
"SSERINYA - BBAALA", 16,"KYANTALE"
"SSERINYABBI", 15,"MUSA"
"SSERUBIDDE", 9,"KYAMBALA"
"SSERUBONA A", 4,"KASOZI"
"SSERUBONA B", 5,"KASOZI"
"SSERUNGWANGU", 11,"BULERA"
"SSERUNYONYI", 18,"KITONGO"
"SSERUYULU", 7,"NAMIRALI WARD"
"SSERWADDA", 5,"BUZIGA"
"SSERWANGA", 11,"MENGO"
"SSESA", 7,"KYAYIMBA"
"SSESAMIREMBE", 10,"NDOLO"
"SSESE", 14,"KISAANA"
"SSESIRIBA", 5,"MENDE"
"SSETA", 6,"KAWUNGERA"
"SSETTAALA", 14,"SSENYA"
"SSETTUMBA", 11,"NAMIGAVU"
"SSI T/C", 8,"LUGALA"
"SSIGI", 7,"LWAGGWA/KIBAANGA"
"SSIMBA", 7,"NGALONKALU"
"SSIMBWA", 14,"KANSANGA"
"SSINDE", 5,"SSINDE"
"SSINZIBWA", 7,"KASEJJERE"
"SSOWE-PARA ISLAND", 2,"TTABA"
"SSOZI", 9,"MUGOMBA"
"SSUGU", 6,"BBINGA"
"SSUGU - LUGALA", 11,"KABANGA"
"SSUKA/LUGO", 4,"BULUMBU"
"SSUKKA", 7,"NSOTOKA"
"SSUMBA/NABANZE/TYABIRE", 5,"BULUMBU"
"SSUMBWE", 4,"SUMBWE"
"SSUNGA", 5,"KIBUTAMO"
"SSUNGA A", 8,"NAMAKONKOME"
"SSUNGA B", 3,"NAMAKONKOME"
"SSUUNA", 8,"KABOWA"
"ST AUGUSTINE", 18,"NSAMBYA CENTRAL"
"ST AUGUSTINE PR. TEACHERS COLLEGE", 8,"BUTIITI"
"ST PAUL", 9,"NSAMBYA CENTRAL"
"ST. ALOYSIUS A", 3,"WESTERN WARD"
"ST. ALOYSIUS B", 4,"WESTERN WARD"
"ST. ANDREW'S", 9,"SOUTH CENTRAL"
"ST. ANNE", 9,"KABOWA"
"ST. BENDECT", 6,"KIBUYE I"
"ST. EDWARDS BUKUUMI", 13,"NKONDO"
"ST. FRANCIS", 6,"BWAISE III"
"ST. GERALD'S S.S.S", 7,"RWAKABENGO WARD"
"ST. JOHN SEMINARY KIBURARA", 10,"KAGANDO"
"ST. JOSEPH", 3,"FOR GOD"
"ST. LEO's COLLEGE", 11,"NYAKAGONGO"
"ST. LUKE MISSION", 5,"KATIYI"
"ST. MBAGA", 8,"GGABA"
"ST. MICHAEL", 3,"KAPRORON TOWN BOARD"
"ST. MULUMBA", 3,"KYEBANDO WARD"
"ST. PETERS COLLEGE", 4,"NYANGOLE"
"ST. THERESA GIRLS S.S", 9,"NSENYI"
"ST.HENRY'S COLLEGE KITOVU", 6,"SENYANGE"
"STADIUM", 3,"KATENDE WARD"
"STAFF", 3,"IU-IU"
"STAGE", 19,"IBANDA"
"STAGE 5", 18,"LUZIRA"
"STAGE 6", 19,"LUZIRA"
"STAGE 7", 20,"LUZIRA"
"STAGE ZONE", 7,"KINONI TRADING CENTRE"
"STANDARD", 8,"NAKASERO II"
"STARCH FACTORY 'A'", 1,"STARCH FACTORY"
"STARCH FACTORY 'B'", 2,"STARCH FACTORY"
"STATION", 9,"MOLO"
"STEEL", 6,"WALUKUBA EAST"
"STELLA", 4,"NAJJANANKUMBI II"
"STORE BOR", 14,"BOBI ABAKADYAK"
"STORE T.C", 19,"BUMALIMBA"
"STOREBOR EAST", 17,"BOBI ABAKADYAK"
"STOREBOR WEST", 18,"BOBI ABAKADYAK"
"SUA", 14,"NYIOVURA"
"SUAM LOWER", 7,"KWIRWOT"
"SUAM UPPER", 5,"CHEPKUSAWAR"
"SUB-DISTRICT", 13,"AKADO WARD"
"SUBAALI", 3,"BUBETSYE"
"SUBBE CENTRAL", 2,"SUBBE"
"SUBISI", 15,"MAIKA"
"SUDAN", 6,"ODULUBA"
"SUGEEZI", 4,"MASERUKA"
"SUGGUTA", 4,"YEMBEK"
"SUGUR", 5,"SUGUR"
"SUGUTA", 11,"SULU"
"SUGUTA A", 20,"BUMUGUSHA"
"SUGUTA B", 10,"MABUGU"
"SUGUTA T.C", 12,"KINGANDA"
"SUGUTA T/C", 5,"SUGUTA"
"SUKARI", 7,"ADIDI"
"SUKUDIK", 7,"MORUITA"
"SUKUNYA", 10,"KUBOBEY"
"SUKURA", 24,"BUSOBA"
"SUKUSUKU", 7,"MAIZIMASA"
"SUKUT", 3,"TARAGON"
"SUKUTA", 5,"BUYAKA"
"SUKUYA", 2,"SIMU"
"SUKWO", 2,"CHEMWAISUS"
"SULIYA", 11,"KYETUME"
"SULTAN", 8,"NAKASERO IV"
"SULU", 13,"SULU"
"SUMA", 10,"NTEKO"
"SUMATON", 1,"SUMATON"
"SUMBA", 8,"KISOZI/KITEMU"
"SUMMIT", 9,"NAKASERO II"
"SUMOTON", 18,"RAKON"
"SUMOTWET", 9,"AMANANG"
"SUMOTWO", 8,"CHEMWANIA"
"SUNDET", 6,"SUNDET"
"SUNGA", 11,"KITUULE"
"SUNGIRA", 13,"NAKASONGOLA WEST WARD"
"SUNGORA", 1,"SUNGORA"
"SUNGURU", 7,"OPIA"
"SUNI", 4,"MASANGHE"
"SUNI A", 8,"SUNI"
"SUNI B", 9,"SUNI"
"SUNU", 10,"MUSESE"
"SUPA", 12,"CHADONGO"
"SUPA CENTRAL", 6,"EAST WARD"
"SURU", 10,"NICU"
"SURUM", 8,"KAPROBEN"
"SURUMIT", 7,"KORITE"
"SURUMOIT", 11,"KUBOBEY"
"SURUMOYO", 3,"SUNGORA"
"SURUSONI", 8,"ADALAFU"
"SURUT", 10,"MOLO"
"SURUTOI", 5,"KAPYATEI"
"SURVEY", 9,"NYAMITYOBORA"
"SUSA", 10,"BUHUKA"
"SUSUNI", 10,"OTRAVU"
"SUTOO", 10,"KABACHIRIA"
"SUUKHA", 31,"BUSAMALI"
"SUULA", 14,"NTUUSI"
"SUUME", 10,"MAABA"
"SUZADDEMBE", 13,"LWEBITAKULI"
"SUZANA", 6,"NAKULABYE"
"SWALI", 8,"TANGANYIKA"
"SWANU ZONE", 4,"KALITUNSI WARD"
"SWAYOI", 10,"KERE"
"SWAYOK", 5,"MUTUSHET"
"SWAZI I", 5,"SWAZI"
"SWAZI II", 6,"SWAZI"
"SWAZI III", 7,"SWAZI"
"SWENYA", 14,"BASAR"
"SWESAT", 10,"TUMBOBOI"
"SWESWE", 6,"SWESWE"
"SWESWETA", 19,"BUMUGUSHA"
"SWINGA", 13,"SWINGA"
"SWOMU", 12,"BARAWA WARD"
"SWOYEN", 3,"YATUI"
"SWUKUROI", 11,"TERYET"
"SYA", 10,"ENGARI"
"SYABO", 2,"BUTANGASI"
"SYAKULA", 8,"JUNGE"
"SYAMALEDE 'A'", 11,"JINJA"
"SYAMALEDE 'B'", 12,"JINJA"
"SYAMITUMBA EAST", 14,"BUSIA"
"SYAMITUMBA WEST", 15,"BUSIA"
"SYAMUKUGA", 10,"BUWASU"
"SYANGOSIA", 22,"BUHASABA"
"SYANGU", 9,"JUNGE"
"SYANJONJA 'C'", 3,"SYANYONJA"
"SYANYONJA", 5,"SYANYONJA"
"SYANYONJA 'A'", 4,"SYANYONJA"
"SYANYONJA 'B'", 5,"SYANYONJA"
"SYARAMUKA", 8,"BUKHONZO"
"SYAULE", 8,"BUSITEMA"
"SYEBA", 6,"BUNAMUKHEYA"
"SYEEBA", 7,"NABWEYE"
"SYEKOBERO", 7,"BULUMBI"
"SYLON", 17,"KAL-AGUM"
"SYONGA", 8,"BUWEMBE"
"T.D.O CELL", 2,"INDUSTRIAL AREA WARD"
"TAASO", 8,"KABOOLE"
"TAAWO", 5,"KATWE II"
"TABA", 5,"MBUGA"
"TABAGON", 10,"TABAGON"
"TABAKON", 5,"TONGWO"
"TABALA", 11,"BUSAMBATSA I"
"TABALI", 25,"TABALI"
"TABALI A", 16,"LUZZI"
"TABALI B", 22,"LUZZI"
"TABALIRO", 7,"BUSANGA"
"TABALUZINGA", 9,"KITIMBA"
"TABANZU", 9,"OZOO"
"TABASHAT", 3,"RWANDA"
"TABATI", 1,"KIKUYU"
"TABI", 7,"ALLA"
"TABONG", 5,"TIIRA"
"TABOSWO", 6,"MUTUSHET"
"TACHU", 7,"IKAFE"
"TAD LAGWE", 13,"LAMIT"
"TADAMERI", 8,"TADEMERI"
"TADI CENTRAL", 14,"WANGTIT"
"TADI NORTH", 10,"WANGTIT"
"TADI SOUTH", 11,"WANGTIT"
"TAGALA MOLOJEI", 21,"OSOYE"
"TAGALU", 17,"BUKINYALE"
"TAIOCOT", 2,"KOCH"
"TAJAR", 2,"KOCUS"
"TAKAJJUNGE", 7,"BUTALE"
"TAKAJUNGE", 14,"SALAAMA"
"TAKAMYEM A", 9,"APEDURU"
"TAKAMYEM B", 16,"APEDURU"
"TAKANIKIAL", 11,"NAROGOS"
"TAKARAMIAM", 6,"AWALIWAL"
"TAKARAMIEM", 12,"NYADA"
"TAKATET", 4,"KAPTEKA"
"TAKIRA CENTRAL", 16,"KASULETA"
"TAKIRA I", 12,"KASULETA"
"TAKIRA II", 13,"KASULETA"
"TAKIWEREZA", 2,"BUSOWA TOWN BOARD"
"TAKYE", 9,"BUYOOLA"
"TALAGAMI", 6,"ELGON"
"TALATA", 6,"BUMWONI"
"TALIA", 8,"ROBU"
"TAMANA", 4,"OPENZINZI"
"TAMBAJJA", 12,"TAMBAJJA"
"TAMBALA", 3,"MASANGHE"
"TAMBAYAY", 6,"KAPSINDA WARD"
"TAMBUTAMBU", 10,"OMGBOKOLO"
"TAMULA", 2,"TAMULA WARD"
"TAMUNYINI", 7,"JEWA"
"TAMWELE", 4,"PARABOK"
"TANDARA", 16,"KYAMUGABO"
"TANGAL A", 18,"AMURIA"
"TANGALA", 16,"BUBWE"
"TANGANYIKA", 5,"TANGANYIKA"
"TANGI", 20,"ONGANY"
"TANGI AGORO", 4,"ALANGO WARD"
"TANGIRIZA", 8,"LWEMIBU"
"TANGNA", 7,"ADOLO"
"TANGOYE", 3,"KOKOTERO"
"TANGULAI", 10,"TUYOBEI"
"TANGWEN", 13,"MOYOK"
"TANK", 2,"TANK WARD"
"TANK HILL", 4,"KYEITEMBE WARD"
"TANKA", 13,"SIMU"
"TANKHILL", 8,"RUTI"
"TANTARA", 10,"KIRULI"
"TANYAJI", 3,"MONODU"
"TANYAKA", 3,"SUBBE"
"TANZANIA A", 9,"AWUVU"
"TANZANIA B", 10,"AWUVU"
"TAP", 6,"MUVULE"
"TAPARAK", 8,"KARITA"
"TAPCHOR", 6,"TEGERES"
"TAPKWISA", 15,"BASAR"
"TARACHA", 13,"TUYOBEI"
"TARAGON", 13,"KABELYO"
"TARAGON LOWER", 14,"TARAGON"
"TARAGON UPPER", 14,"PISWA"
"TARAK", 13,"KAPKWATA"
"TARAK LOWER", 12,"TARAK"
"TARAMASIGA CENTRAL", 10,"NGESI"
"TARAMASIGA EAST", 9,"NGESI"
"TARAMASIGA WEST", 2,"NGESI"
"TARITO", 6,"TARITO"
"TAROGALI", 9,"TAROGALI"
"TARTAR", 11,"KAPTOKWOI"
"TASAALE", 13,"BULWALA"
"TASAGA", 18,"MPAKITONI"
"TATI", 23,"BUSULWA"
"TAWO JWOK", 9,"EASTERN WARD"
"TAXI PARK", 13,"CHEPSIKUROI WARD"
"TAYEKO", 14,"MOYOK"
"TAYIRO", 9,"BUNAWALE"
"TCI CAMP", 14,"OSUKURU"
"TE - CWAO", 20,"ADER"
"TE - DAM", 3,"OLURO"
"TE - LAYUGI", 13,"PAKOR"
"TE - LELA EAST", 12,"OGOM"
"TE - OBIA", 10,"BOROBORO EAST"
"TE - OKUTO", 13,"PARWECH"
"TE - OKUTU", 21,"ADER"
"TE - OWAK", 16,"OKOMO"
"TE - YAO", 34,"OKII"
"TE - YEN A", 30,"ORUPO"
"TE - YEN B", 6,"ORUPO"
"TE ABALA", 22,"ANEPMOROTO"
"TE ABOLO", 21,"AKWIRIDIDI"
"TE ACII", 5,"BARDYANG"
"TE ALAL'", 8,"KUNGU"
"TE ALANGO", 19,"GOTOJWANG"
"TE AMYEL", 22,"ANYANGA B"
"TE ANGOLO", 19,"AMUKUGUNGU"
"TE ANYOK", 20,"AKANO"
"TE ATURA", 8,"ANYANGAPUC"
"TE BUNG", 10,"OGONG"
"TE CIK", 17,"OKOMO"
"TE CWAO", 19,"AKWANGKEL"
"TE DAGO", 11,"OGONG"
"TE DAM", 4,"ADER"
"TE GOT", 6,"ANYANGAPUC"
"TE IBIRA", 3,"AYAGO"
"TE IIWA", 22,"AKWIRIDIDI"
"TE ITEK", 5,"AYARA"
"TE KIDI", 17,"ALITO"
"TE KWORO A", 18,"ALITO"
"TE OBIA B", 30,"OBUTU"
"TE OBURU", 9,"TE-OBURU"
"TE OBWOLO", 11,"ANARA"
"TE ODONG", 12,"AKOBI"
"TE OGALI", 4,"PATUDA"
"TE OKOMO", 4,"AKWANGKEL"
"TE OKUTO", 24,"ADEL-LOGO"
"TE OLAM", 4,"KAL-ALII"
"TE OPOK", 18,"ABEDI"
"TE ORYANG", 12,"ANARA"
"TE YAA", 19,"PANYUM MELONG"
"TE YAO", 2,"TE-OBURU"
"TE-ABOLO", 11,"ONYAKEDE"
"TE-ADWOKE", 18,"PUKOR"
"TE-AGUNGA", 19,"ALITO"
"TE-AKWAR", 9,"WESTERN WARD"
"TE-ALADO", 9,"OKOMO"
"TE-ALUGA", 12,"ANYALIMA"
"TE-APENA", 15,"OMOLO"
"TE-DAM", 4,"BAR-DEGE"
"TE-GAR", 12,"OLYET"
"TE-GINNERY", 15,"AKAKA"
"TE-GONY", 32,"OKII"
"TE-GOT", 16,"ALWOROCENG"
"TE-GWENG", 15,"PANYUM MELONG"
"TE-GWIRI EAST", 16,"AKOBI"
"TE-ICONGA", 10,"OTWEOTOKE"
"TE-ILWA", 16,"ATONGTIDI"
"TE-IPIE", 21,"APURU"
"TE-IPONGA", 19,"KAI"
"TE-ITEK", 18,"OBANGA NGEO"
"TE-ITIRI", 20,"AKWANGKEL"
"TE-JINGI", 3,"LAGWAI WARD"
"TE-KITUBA", 10,"LAGWAI WARD"
"TE-KWORO B", 28,"ALITO"
"TE-LABOKE", 22,"NYAMAHASA"
"TE-LELA", 21,"OTKWACH"
"TE-LELA WEST", 14,"OGOM"
"TE-LTAKA B", 2,"BARDAGO"
"TE-OBIA", 23,"OBUTU"
"TE-OBOKE", 19,"AKOBI"
"TE-OBWOLO", 20,"KAI"
"TE-OBWOLO A", 20,"BOROBORO EAST"
"TE-OBWOLO B", 7,"BOROBORO EAST"
"TE-OCOL", 29,"ADEL-LOGO"
"TE-OKIRO", 24,"NGORA"
"TE-OKOLE", 13,"OGWANGACUMA"
"TE-OKWANGO", 15,"ANEPKIDE"
"TE-OPOK", 11,"APIRE"
"TE-OPOK B", 10,"AGWAR"
"TE-ORYANG", 9,"AORNGA"
"TE-OWAK", 22,"OTKWACH"
"TE-STORE", 4,"PARWECH"
"TE-TUGU", 2,"LANGO CENTRAL"
"TE-YAGO", 20,"DIIMA"
"TE-YAO", 22,"ALITO"
"TEA ESTATE", 15,"MASHONGA"
"TEABOLO B", 19,"ONYAKEDE"
"TEACENG", 7,"BINYA"
"TEACODA", 10,"TAROGALI"
"TEADURU", 25,"ALONI"
"TEADWONG", 22,"ANGOLOCOM"
"TEAFIT", 2,"WESTERN WARD"
"TEAKANG", 14,"OGUR"
"TEAMAGA", 17,"ADYEDA"
"TEAMON", 19,"APYE"
"TEANGOLO", 15,"ACOKARA"
"TEBALEKA", 13,"BUKASA"
"TEBALYALA", 4,"BWEYEYO"
"TEBANDEKE", 16,"KANSANGA"
"TEBANKIZA", 3,"TEBANKIZA"
"TEBITO", 12,"GEM-CENTRAL"
"TEBOKE", 11,"TAROGALI"
"TEBOLO", 12,"AWONODWE"
"TEBUNG", 13,"TELELA"
"TEBUNG ADWONG", 8,"OTWEOTOKE"
