"name",code,"subcounty_id"
"IRUKO", 6,"KADUNGULU"
"IRUNDU", 18,"KAGULU"
"IRWANIRO", 26,"KIKYENKYE"
"IRYANGO WARD", 20,"KABUYANDA TOWN COUNCIL"
"ISAGAZA", 25,"KAPYANGA"
"ISAKABISOLO", 37,"BULIDHA"
"ISANDARA", 43,"BUTIITI"
"ISANGO", 36,"BUKHIENDE"
"ISEGERO", 15,"NANKOMA"
"ISENDA", 7,"KIGANDALO"
"ISIKIRO", 2,"BUWAAYA"
"ISIMBA", 3,"MIIRYA"
"ISIMBA WARD", 4,"KIGULYA DIVISION"
"ISINGIRO WARD", 12,"BUGONGI TOWN COUNCIL"
"ISINGO", 20,"NAMWENDWA"
"ISULE", 21,"MALIBA"
"ISUNGA", 28,"KASENDA"
"ITAKAIBOLU", 2,"BUSEDDE"
"ITANDA", 2,"NABITENDE"
"ITARA", 33,"RUBAYA"
"ITEK", 20,"NAKAWA DIVISION"
"ITENDERO WARD", 1,"KABWOHE/ITENDERO TOWN COUNCIL"
"ITEREERO", 1,"BWONGERA"
"ITIRIKWA", 10,"ITIRIKWA"
"ITOJO", 36,"ITOJO"
"ITUBA", 23,"NAMUTUMBA"
"ITUBARA", 30,"ABOK"
"ITUJI", 39,"ARINYAPI"
"IU-IU", 12,"NORTHERN BOROUGH"
"IVUKULA", 7,"IVUKULA"
"IVUNAMBA", 2,"BUDONDO"
"IWAL", 32,"NGETTA"
"IWAWU", 8,"BULAMAGI"
"IWEMBA", 13,"IWEMBA"
"IWUNGIRO", 8,"IVUKULA"
"IYINGO", 19,"KAGULU"
"IYOLWA", 16,"IYOLWA"
"IZIGWE", 22,"NAMASALE"
"IZIRANGOBI", 17,"MAGADA"
"IZIRU", 20,"BUYENGO"
"JAANA", 4,"BUBEKE"
"JAGGALA/KAVULE", 4,"GOMBE"
"JAGUZI", 11,"JAGUZI"
"JAKA", 16,"LALOGI"
"JALAMBA", 2,"BUWAMA"
"JAMI", 33,"KAMONKOLI"
"JEWA", 2,"BUFUMBO"
"JIHWA", 19,"PACHARA"
"JIKI", 30,"LOGIRI"
"JINJA", 5,"LUMINO"
"JINJA CAMP", 24,"OJWINA"
"JJEZA", 26,"MUDUMA"
"JOKE", 66,"KEI"
"JUKIYA HILL WARD", 21,"NEBBI TOWN COUNCIL"
"JULOKA", 3,"WARR"
"JUMA", 20,"KAMDINI"
"JUMBE WARD", 10,"AMUDAT TOWN COUNCIL"
"JUNGE", 29,"MAJANJI"
"JUNGO", 3,"KASANJE"
"JUNIOR QUARTERS", 2,"ADYEL"
"JUPADINDO", 8,"JANGOKORO"
"JUPAMATHO", 32,"ZEU"
"JUPANGIRA", 15,"NEBBI"
"KAABONG", 76,"KAABONG WEST"
"KAABOWA", 2,"KIBALINGA"
"KAARA", 18,"MUKO"
"KAAZA", 20,"JAGUZI"
"KABAALE", 5,"BUSERUKA"
"KABAALE/BBIKA", 12,"KIZIBA(MASULIITA)"
"KABAARE", 14,"BISHESHE"
"KABACHIRIA", 34,"NGENGE"
"KABAFU", 40,"ISANGO"
"KABAHANGO", 1,"BUHEESI"
"KABAINGIRIRE", 12,"BUWAAYA"
"KABAKEDDI", 10,"LUWERO"
"KABALA", 16,"KIFAMBA"
"KABALAGALA", 4,"MAKINDYE DIVISION"
"KABALE", 23,"NTARA"
"KABALEGA WARD", 7,"KIBAALE TOWN COUNCIL"
"KABALKWERU", 10,"KOBULUBULU"
"KABALUNGI", 16,"NABINGOOLA"
"KABALUNGI WARD", 15,"LWENGO TOWN COUNCIL"
"KABAMBA", 11,"KABAMBA"
"KABAMBIRO", 14,"KABAMBIRO"
"KABANGA", 14,"MPATTA"
"KABANGALA", 46,"MUNTU"
"KABANGO", 1,"BUDONGO"
"KABARAMA", 1,"BUGAMBA"
"KABARE", 1,"KAKANJU"
"KABARWA", 25,"MALERA"
"KABASANDA", 11,"KALAMBA"
"KABASHESHE", 1,"KAYONZA"
"KABASKEN WARD", 16,"BUKWO TOWN COUNCIL"
"KABAT", 24,"TEGERES"
"KABATA", 14,"KUMI"
"KABATEMA", 1,"KALIIRO"
"KABATUNDA", 12,"KYABARUNGIRA"
"KABBEGA", 17,"SSEKANYONYI"
"KABBO", 17,"KASAMBYA"
"KABEGARAMIRE", 25,"NYAKISHANA"
"KABEI", 54,"KABEI"
"KABELAI", 19,"BUTEBO"
"KABELYO", 25,"MOYOK"
"KABEMBE", 13,"KYAMPISI"
"KABENDE", 8,"HAKIBALE"
"KABERAMAIDO", 6,"KABERAMAIDO"
"KABERE", 16,"MUKO"
"KABEREBERE", 32,"NKOMA"
"KABEREBERE - KIJUNGU", 16,"NKOMA"
"KABEREBERE EAST WARD", 24,"KABEREBERE TOWN COUNCIL"
"KABEREBERE SOUTH WARD", 25,"KABEREBERE TOWN COUNCIL"
"KABEREBERE WEST WARD", 26,"KABEREBERE TOWN COUNCIL"
"KABERKOLE", 21,"OTUBOI"
"KABETE WARD", 1,"RUBIRIZI TOWN COUNCIL"
"KABEYWA", 17,"KABEYWA"
"KABIGI", 5,"BUTENGA"
"KABIMBIRI", 1,"KASAWO"
"KABINGO", 7,"KYAMUHUNGA"
"KABIRA", 18,"NAKIGO"
"KABIRA-ITUBA", 3,"NABITENDE"
"KABIRIZI", 6,"KYARUMBA"
"KABIZZI", 6,"NYENGA"
"KABKWOROS WARD", 12,"BINYINYI TOWN COUNCIL"
"KABOKWO", 35,"TULEL"
"KABOLOI", 21,"PALLISA"
"KABOLWA WARD", 40,"KIBUKU TOWN COUNCIL"
"KABONERO", 8,"KABONERO"
"KABOOLE", 39,"BUKOHO"
"KABORE", 80,"CHEMA"
"KABOSI", 3,"BUKUYA"
"KABOWA", 2,"RUBAGA DIVISION"
"KABOWA WARD", 10,"LUGAZI TOWN COUNCIL"
"KABOYI", 78,"BUMWONI"
"KABUBBU", 49,"KIBALINGA"
"KABUGA", 30,"KIHIIHI"
"KABUGU", 6,"KABUYANDA"
"KABUKOL", 67,"MUKONGORO"
"KABUKYE", 20,"KAGULU"
"KABULABULA", 15,"KADUNGULU"
"KABULAMULIRO", 34,"MADUDU"
"KABULANAKA", 29,"ZIROBWE"
"KABULE", 1,"BUSIMBI"
"KABUNA", 30,"KADERUNA"
"KABUNGO", 20,"RWEIKINIRO"
"KABUNYATA", 15,"KAMIRA"
"KABURISOKE WARD", 27,"KAMWENGE TOWN COUNCIL"
"KABUSHWERE", 37,"KASHONGI"
"KABUSOTTA", 23,"LWAMAGGWA"
"KABUUMBA", 14,"KYAMBOGO/BUSUKUMA"
"KABUWAMBO", 2,"BUSIMBI"
"KABUWOKO", 25,"KIRUMBA"
"KABUYE", 33,"BIGULI"
"KABUYIMBA", 34,"BUKUYA"
"KABUYIRI WARD", 34,"MPONDWE/LHUBIRIHA TOWN COUNCIL"
"KABWALIN", 42,"KACHUMBALA"
"KABWANGASI", 6,"KABWANGASI"
"KABWERI", 25,"KABWERI"
"KABWEZA", 11,"KYEGEGWA"
"KABWOHE WARD", 21,"KABWOHE/ITENDERO TOWN COUNCIL"
"KABWOMA", 23,"NYAKAGYEME"
"KABYAZA WARD", 21,"KAKIRA TOWN COUNCIL"
"KABYOYON", 27,"SUAM"
"KABYUMA", 26,"KITENGA"
"KACEENAGA", 3,"NYAMWEERU"
"KACENCE", 16,"NYAKISHENYI"
"KACERERE WARD", 23,"KATUNA TOWN COUNCIL"
"KACHA", 52,"KANYUM"
"KACHABALI", 18,"PETETE"
"KACHABOI", 60,"MUKONGORO"
"KACHABULE WARD", 62,"BUKEDEA TOWN COUNCIL"
"KACHANGO", 10,"GOGONYO"
"KACHEDE", 30,"MALERA"
"KACHEKERE", 57,"NAWEYO"
"KACHELAKWENY", 74,"ONGINO"
"KACHEMICHEM", 60,"KALAPATA"
"KACHERERE", 2,"BUFUNDI"
"KACHERI", 1,"KACHERI"
"KACHINGA", 28,"MERIKIT"
"KACHOC", 26,"MALERA"
"KACHOCHA", 20,"PETETE"
"KACHOMO", 10,"KACHOMO"
"KACHONGA", 29,"MAZIMASA"
"KACHUMBALA", 9,"KACHUMBALA"
"KACHURU", 7,"KABWANGASI"
"KACU WARD", 45,"KATERERA TOWN COUNCIL"
"KACUNG", 6,"AGWATTA"
"KACUNGIRO", 19,"MUNKUNYU"
"KACWAMANGO", 9,"KIGANDO"
"KADAMA", 9,"KADAMA"
"KADAMI", 25,"MUKONGORO"
"KADATUMI", 36,"KATIRA"
"KADENGE", 29,"KACHOMO"
"KADENGHE", 54,"IKI-IKI"
"KADERIN", 61,"MUKONGORO"
"KADERUN", 43,"KOBWIN"
"KADERUNA", 11,"KADERUNA"
"KADESOK", 14,"OPWATETA"
"KADIE", 12,"OTUBOI"
"KADIMUKOLI", 13,"KAMONKOLI"
"KADINDIMO", 15,"RWIMI"
"KADINYA", 20,"KALAKI"
"KADOK", 12,"KOBWIN"
"KADOKINI", 36,"PANYANGARA"
"KADOKOLENE", 10,"KAKORO"
"KADUKU", 8,"MASINDI PORT"
"KADUNGULU", 7,"KADUNGULU"
"KAFUMBA", 27,"KAYONZA"
"KAFUMU WARD", 15,"MPIGI TOWN COUNCIL"
"KAFUNDA", 38,"KATOOKE"
"KAFUNDEZI", 10,"NABINGOOLA"
"KAFUNJO", 14,"KASHAMBYA"
"KAGAA", 15,"OCHERO"
"KAGAAGA", 22,"NGARAMA"
"KAGADI CENTRAL WARD", 5,"KAGADI TOWN COUNCIL"
"KAGAIRE WARD", 22,"BUWENGE TOWN COUNCIL"
"KAGAMBA", 10,"IHUNGA"
"KAGANDO", 1,"KISINGA"
"KAGARA", 22,"KABUYANDA"
"KAGARAMA", 4,"BUBARE"
"KAGARAMA TOWN BOARD", 26,"IHUNGA"
"KAGARAMIRA", 31,"NKUNGU"
"KAGASHE WARD", 1,"EASTERN DIVISION"
"KAGATI", 40,"KIYANGA"
"KAGAZI", 2,"KICHECHE"
"KAGENDA", 11,"KITUNTU"
"KAGERA", 17,"KIHUNGYA"
"KAGEREKAMU", 21,"SSEKANYONYI"
"KAGERI", 39,"WABINYONYI"
"KAGEZI", 6,"KANABA"
"KAGGANDA", 1,"KINGO"
"KAGHEMA", 36,"KISUBBA"
"KAGHORWE", 23,"NYAKIYUMBU"
"KAGIRA", 32,"NKUNGU"
"KAGOBE", 14,"KAPEKE"
"KAGOGO", 1,"BUKOMERO"
"KAGOLI", 22,"PALLISA"
"KAGOMA", 13,"BUWENGE"
"KAGONGI", 20,"RUGARAMA"
"KAGONGO WARD", 14,"IBANDA TOWN COUNCIL"
"KAGORORA", 26,"NYAKYERA"
"KAGOTE", 8,"WESTERN DIVISION"
"KAGUGO", 11,"LUWERO"
"KAGUGU", 14,"RUBAARE"
"KAGUGUBE", 4,"KAMPALA CENTRAL DIVISION"
"KAGULU", 22,"MAGADA"
"KAGULUBE", 7,"MUGOYE"
"KAGUMBA", 2,"BALAWOLI"
"KAGUMU", 3,"KAGUMU"
"KAGUNGA", 3,"BUFUNDI"
"KAGWARA", 8,"KADUNGULU"
"KAGWESE WARD", 37,"PALLISA TOWN COUNCIL"
"KAHANGI", 9,"HAKIBALE"
"KAHARO", 9,"KAHARO"
"KAHARO WARD", 10,"ISINGIRO TOWN COUNCIL"
"KAHEMBE", 8,"BWIJANGA"
"KAHENDA", 20,"BIRERE"
"KAHENDERO", 27,"MUHOKYA"
"KAHOKO", 18,"NYAKISHENYI"
"KAHOKYA", 23,"LAKE KATWE"
"KAHONDO", 21,"MAZIBA"
"KAHUNDE", 16,"KYANAISOKE"
"KAHUNGA", 2,"NTUNGAMO"
"KAHUNGA WARD", 32,"WESTERN DIVISION"
"KAHUNGU WARD", 29,"NYAHUKA TOWN COUNCIL"
"KAHUNGYE", 12,"NYABUBARE"
"KAHUUNA WARD", 33,"KIJURA TOWN COUNCIL"
"KAI", 40,"AKURA"
"KAIGORO", 44,"NYABUHARWA"
"KAIHURA", 3,"BUTIITI"
"KAIIRA", 14,"BUWENGE"
"KAIKAMOSING", 38,"NGARIAM"
"KAIKU", 11,"NAMALU"
"KAIMESE", 35,"LOLELIA"
"KAINA", 16,"RWIMI"
"KAINAMO", 2,"IBAARE"
"KAIRASYA", 19,"LUGUSULU"
"KAISAGARA WARD", 34,"KIJURA TOWN COUNCIL"
"KAISEKENKERE", 23,"MATALE"
"KAITANGOLE", 24,"IKI-IKI"
"KAITANTURENGYE", 10,"KINONI"
"KAITI", 31,"HIMUTU"
"KAITISYA", 22,"KAKORO"
"KAJAHO", 8,"KIKAGATE"
"KAJAMAKA", 7,"KANYUM"
"KAJIIR", 26,"LODIKO"
"KAJJERE", 15,"KIBIGA"
"KAJJU", 4,"KACHEERA"
"KAJOKO", 29,"KIRIKA"
"KAJUMBURA", 1,"ENGAJU"
"KAJUNJU", 12,"KYABUGIMBI"
"KAJUZYA", 33,"NKUNGU"
"KAJWENGE", 2,"KISINGA"
"KAKABALA", 3,"BUTUNTUMULA"
"KAKAKALA", 30,"ZIROBWE"
"KAKAMAR", 47,"SIDOK (KAPOTH)"
"KAKAMBA", 23,"NGARAMA"
"KAKANENA", 21,"RUGARAMA"
"KAKANJU", 2,"KAKANJU"
"KAKARI", 1,"KYABAKARA"
"KAKASI", 3,"BUHANDA"
"KAKATSI", 2,"BISHESHE"
"KAKAYO", 11,"KASAMBYA"
"KAKENZI", 35,"MADUDU"
"KAKERE", 19,"KALAKI"
"KAKIGANI", 17,"NDEIJA"
"KAKIIKA", 6,"KAKIIKA"
"KAKIINGA", 9,"KEBISONI"
"KAKINDO", 3,"BUGANGARI"
"KAKINDU TOWN", 22,"KAKINDU"
"KAKINGA", 13,"KIBANDA"
"KAKINGA WARD", 7,"ISHONGORORO TOWN COUNCIL"
"KAKINGOL", 1,"KATIKEKILE"
"KAKINZI", 31,"DDWANIRO"
"KAKIRA", 24,"BITOOMA"
"KAKIRA WARD", 6,"KAKIRA TOWN COUNCIL"
"KAKIRI", 5,"KACHEERA"
"KAKIRI WARD", 2,"KAKIRI TOWN COUNCIL"
"KAKOBA", 1,"KAKOBA"
"KAKOGE", 19,"OJWINA"
"KAKOGE WARD", 29,"BUSEMBATIA TOWN COUNCIL"
"KAKOLI", 5,"IKI-IKI"
"KAKOMA", 2,"KYAZANGA"
"KAKOMO", 30,"MPENJA"
"KAKONI", 25,"KYAMUHUNGA"
"KAKOOGA", 17,"RWIMI"
"KAKOOGE", 1,"KAKOOGE"
"KAKOOLA WARD", 16,"MPIGI TOWN COUNCIL"
"KAKOORA", 18,"BULIISA"
"KAKORE", 11,"HAMURWA"
"KAKORI", 53,"MALERA"
"KAKORO", 11,"KAKORO"
"KAKUJA", 24,"KYERE"
"KAKUKA", 13,"SINDILA"
"KAKUKUULU", 2,"KASAWO"
"KAKULE", 19,"KAKULE"
"KAKUNDI", 24,"LWAMAGGWA"
"KAKUNYU", 11,"KISOZI"
"KAKUNYU WARD", 27,"KABWOHE/ITENDERO TOWN COUNCIL"
"KAKURE", 7,"KAKURE"
"KAKURES", 62,"MUKONGORO"
"KAKUS", 25,"SERERE/OLIO"
"KAKUS WARD", 27,"SERERE TOWN COUNCIL"
"KAKUTATOM", 72,"KALAPATA"
"KAKUTOT", 56,"MALERA"
"KAKUTU", 4,"BULANGIRA"
"KAKUUTO", 2,"KAKUUTO"
"KAKWANGA", 34,"LOBALANGIT"
"KAKWATENY", 54,"MUNARYA"
"KAKWOKO", 11,"MUTUNDA"
"KAKYERERE", 29,"RWANYAMAHEMBE"
"KAL", 22,"PATIKO"
"KAL ANGORE", 53,"OGOM"
"KAL(ATIAK)", 7,"ATIAK"
"KAL-AGUM", 35,"WOL"
"KAL-ALII", 11,"PAICHO"
"KALAATA", 28,"BUKUYA"
"KALABONG", 45,"NAM-OKORA"
"KALACHAI", 27,"MUKUJU"
"KALAGALA", 7,"MALONGO"
"KALAGALA WARD", 16,"KALISIZO TOWN COUNCIL"
"KALAGI", 33,"MULAGI"
"KALAIT", 3,"KWAPA"
"KALAKALA WARD", 21,"ABIM TOWN COUNCIL"
"KALAKI", 8,"KALAKI"
"KALALU", 6,"BUYANGA"
"KALAMA", 8,"BUTOLOOGO"
"KALAMPETE", 38,"TIRINYI"
"KALANAMU", 10,"KALAGALA"
"KALANGAALO", 3,"KALANGAALO"
"KALANGALA A WARD", 4,"KALANGALA TOWN COUNCIL"
"KALANGALA B WARD", 5,"KALANGALA TOWN COUNCIL"
"KALAPATA", 70,"NYERO"
"KALAS WARD", 11,"AMUDAT TOWN COUNCIL"
"KALASA", 8,"MAKULUBITA"
"KALAWA WARD", 36,"BUDADIRI TOWN COUNCIL"
"KALAWINYA", 48,"ANGAGURA"
"KALEERE/MALEMBA", 35,"DDWANIRO"
"KALEMEN", 43,"CHELEKURA"
"KALENGEDE", 19,"NABISWERA"
"KALENGO", 46,"KOBWIN"
"KALER", 18,"MUKURA"
"KALEYALEYA", 26,"HARUGALI"
"KALIIRO", 3,"KALUNGU"
"KALIIRO WARD", 22,"LYANTONDE TOWN COUNCIL"
"KALIITI", 16,"MENDE"
"KALIRO WARD", 15,"LUKAYA TOWN COUNCIL"
"KALISIZO", 9,"LWENGO"
"KALISIZO WARD", 40,"KALISIZO TOWN COUNCIL"
"KALITUNSI WARD", 21,"BUWENGE TOWN COUNCIL"
"KALOBOKI", 69,"KALAPATA"
"KALOKENGEL EAST", 11,"LOTOME"
"KALOKENGEL WEST", 29,"LOTOME"
"KALOKO", 35,"BUKEDEA"
"KALOKOLA", 2,"DDWANIRO"
"KALOKWAMERI", 10,"NABILATUK"
"KALONGA", 28,"KITENGA"
"KALONGE", 8,"KYARUMBA"
"KALONGOR", 54,"KAABONG EAST"
"KALOU", 54,"MALERA"
"KALOWANG", 16,"NEBBI"
"KALULE", 18,"NYIMBWA"
"KALUMU", 12,"PAICHO"
"KALUNGI", 17,"KYALULANGIRA"
"KALUNGU WARD", 4,"KALUNGU TOWN COUNCIL"
"KALUPO", 44,"KIDONGOLE"
"KALUUBA", 1,"BUSAKIRA"
"KALWANGA", 5,"BUTUNTUMULA"
"KALYOWA", 23,"IRONGO"
"KAMA", 13,"BUFUMBO"
"KAMABALE", 30,"KARANGURA"
"KAMACHA", 8,"KANYUM"
"KAMACHARIKOL", 49,"KATHILE"
"KAMAIBA WARD", 6,"CENTRAL DIVISION"
"KAMAKA", 14,"OLUFE"
"KAMASASA", 32,"KARAMBI"
"KAMATURU", 6,"LORENGEDWAT"
"KAMAYENJE", 32,"NYABBANI"
"KAMAZIMA", 30,"NYANKWANZI"
"KAMBUKAMABWE WARD", 35,"MPONDWE/LHUBIRIHA TOWN COUNCIL"
"KAMDINI", 10,"KAMDINI"
"KAMEKE", 12,"KAMEKE"
"KAMENU", 12,"MAGORO"
"KAMENYA", 33,"NYERO"
"KAMERUKA", 6,"KAMERUKA"
"KAMET", 4,"KAMET"
"KAMIDAKAN", 15,"APAPAI"
"KAMILAMPANGO", 34,"KALONGO"
"KAMINA", 48,"NDAIGA"
"KAMION", 13,"KAMION"
"KAMIRA", 11,"KALAGALA"
"KAMMENGO", 2,"KAMMENGO"
"KAMOD", 3,"BUGONDO"
"KAMODOKIMA", 49,"MUKURA"
"KAMOKO", 10,"GAMOGO"
"KAMOMO", 2,"BUGAMBA"
"KAMON", 4,"BUKEDEA"
"KAMONDO", 10,"NYAMARWA"
"KAMONKOLI", 14,"KAMONKOLI"
"KAMOR", 30,"PANYANGARA"
"KAMPALA", 9,"LWEMIYAGA"
"KAMPALA B", 35,"BIGULI"
"KAMPIRI", 9,"MYANZI"
"KAMUBEIZI", 12,"KIKAGATE"
"KAMUDA", 15,"KAMUDA"
"KAMUGE", 25,"KAMUGE"
"KAMUK", 7,"KABERAMAIDO"
"KAMUKALO", 2,"BYAKABANDA"
"KAMUKUMBI", 15,"ISANGO"
"KAMUKUZI", 3,"KAMUKUZI"
"KAMULE", 38,"AROI"
"KAMULI", 11,"KASSANDA"
"KAMULI (MUSALE)", 9,"KIKAMULO"
"KAMULI - SABAWALI", 13,"NABWIGULU"
"KAMULI NJAGALA", 50,"KASSANDA"
"KAMULI-NAMWENDA", 14,"NABWIGULU"
"KAMUNIINA", 41,"WABINYONYI"
"KAMURASI WARD", 30,"KIBAALE TOWN COUNCIL"
"KAMURI WARD", 11,"ISINGIRO TOWN COUNCIL"
"KAMUROJO", 9,"KYERE"
"KAMUROZA", 17,"KYANAISOKE"
"KAMUSABI", 13,"KAYONZA"
"KAMUSALA", 4,"KATETA"
"KAMUSENENE", 1,"KIGANDA"
"KAMUSHOKO", 1,"BUBAARE"
"KAMUSONGOLE", 12,"KASAMBYA"
"KAMUTUNGON", 39,"BUKWA"
"KAMUTUR", 20,"KOLIR"
"KAMUYANGE", 68,"KYAKABADIIMA"
"KAMUZINDA", 8,"KYANAMUKAKA"
"KAMWAM", 7,"KAPRORON"
"KAMWANI WARD", 24,"BUWENGE TOWN COUNCIL"
"KAMWENGE WARD", 28,"KAMWENGE TOWN COUNCIL"
"KAMWIRI", 19,"KIJONGO"
"KAMWOKYA I", 5,"KAMPALA CENTRAL DIVISION"
"KAMWOKYA II", 6,"KAMPALA CENTRAL DIVISION"
"KAMWOZI", 4,"BUWUNGA"
"KANABULEMU", 20,"KYEBE"
"KANAMBA", 1,"KARUSANDARA"
"KANAPA", 40,"ONGINO"
"KANARA", 13,"KANARA"
"KANAWAT", 5,"KOTIDO"
"KANDAGO", 1,"BUKINDA"
"KANGALABA", 37,"HIMUTU"
"KANGAVE", 9,"MAKULUBITA"
"KANGINIMA", 23,"KANGINIMA"
"KANGIOS", 39,"LODIKO"
"KANGODO", 8,"KYERE"
"KANGOLE", 57,"MALERA"
"KANGULUMIRA", 1,"KANGULUMIRA"
"KANIMI", 36,"BUSIRIBA"
"KANJOBE", 13,"KYANAMIRA"
"KANKAMBA", 14,"KISEKKA"
"KANKARA", 35,"BITSYA"
"KANKINGI", 28,"KASHUMBA"
"KANONI", 30,"LWANDA"
"KANONI WARD", 11,"KANONI TOWN COUNCIL"
"KANSAMBYA", 14,"MADUDU"
"KANSANGA", 5,"MAKINDYE DIVISION"
"KANSEERA", 43,"KIYUNI"
"KANSIRA", 14,"RWABYATA"
"KANTAGANYA", 41,"ENGARI"
"KANTIINI", 12,"KITUNTU"
"KANTOZI", 4,"KICHECHE"
"KANU", 2,"ABIM"
"KANYABEEBE", 49,"KYAKABADIIMA"
"KANYABIKYERE", 30,"MAHYORO"
"KANYABITARA WARD", 15,"HAMURWA TOWN COUNCIL"
"KANYABWANGA", 19,"KANYABWANGA"
"KANYAGOGA", 15,"BAR-DEGE"
"KANYALE", 12,"BBANDA"
"KANYAMPUMO", 25,"NYABIHOKO"
"KANYAMUTAMU", 45,"KIDONGOLE"
"KANYANDA", 10,"MAKULUBITA"
"KANYANGAN", 5,"KATETA"
"KANYANGEYA WARD", 7,"NYAMWAMBA DIVISION"
"KANYANGOMA", 50,"KAGADI"
"KANYANSHEKO", 5,"NYABUHIKYE"
"KANYANSIMBI WARD", 14,"BUNDIBUGYO TOWN COUNCIL"
"KANYANSIRI", 28,"NTOTORO"
"KANYANYA", 2,"KAWEMPE DIVISION"
"KANYARUGIRI", 16,"NYAMAREBE"
"KANYARYERU RES SCH", 24,"KANYARYERU"
"KANYATSI", 12,"KYONDO"
"KANYEGARAMIRE", 39,"BUFUNJO"
"KANYENYA", 61,"HIMUTU"
"KANYIKE", 3,"KAMMENGO"
"KANYINASHEEMA WARD", 22,"KABWOHE/ITENDERO TOWN COUNCIL"
"KANYINYA", 7,"BUTUNDUZI"
"KANYINYA WARD", 2,"SOUTHERN DIVISION"
"KANYIPA", 50,"KOLIR"
"KANYOGOGA", 45,"BUTOLOOGO"
"KANYUM", 9,"KANYUM"
"KANYUM WARD", 22,"KUMI TOWN COUNCIL"
"KANYWA", 5,"BUWUNGA"
"KANYWAMAIZI", 3,"KABUYANDA"
"KANYWAMBOGO", 15,"KICUZI"
"KANYWERO", 14,"KAYONZA"
"KANZIIRA", 31,"MPENJA"
"KANZIRO", 24,"NAMAYUMBA"
"KANZIZE", 13,"KIZIBA(MASULIITA)"
"KAPAANG", 38,"KACHUMBALA"
"KAPALA", 7,"APOPONG"
"KAPAPI", 15,"KIGOROBYA"
"KAPASAK", 78,"ONGINO"
"KAPCHEBOKO", 55,"KASEREM"
"KAPCHELA", 33,"KAWOWO"
"KAPCHEMOGEN", 62,"RIWO"
"KAPCHESIMET", 65,"MOYOK"
"KAPCHESIY", 56,"KAPCHESOMBE"
"KAPCHESOMBE", 4,"KAPCHESOMBE"
"KAPEDO", 20,"KAPEDO"
"KAPEEKA", 2,"KAPEEKA"
"KAPEKE", 8,"KIKAMULO"
"KAPELEBYONG", 9,"KAPELEBYONG"
"KAPENGURIA", 34,"KAPTERET"
"KAPERI", 55,"KADERUNA"
"KAPILANI BAR EAST WARD", 9,"KAABONG TOWN COUNCIL"
"KAPILANI BAR WEST WARD", 61,"KAABONG TOWN COUNCIL"
"KAPIR", 5,"KAPIR"
"KAPISA", 18,"MAZIMASA"
"KAPKINGI", 57,"KAPTERET"
"KAPKOCH", 4,"BINYINY"
"KAPKOKOYO", 56,"KORTEK"
"KAPKOLOSWO", 21,"KAPTERERWO"
"KAPKOROS", 17,"SENENDET"
"KAPKUMOLON", 41,"KAMET"
"KAPKURESON WARD", 15,"BUKWO TOWN COUNCIL"
"KAPKWAI", 18,"CHEMA"
"KAPKWARE", 63,"RIWO"
"KAPKWATA", 8,"KWANYIY"
"KAPKWENO", 26,"SUAM"
"KAPKWIROK", 20,"SIPI"
"KAPKWIRWOK TOWN BOARD", 58,"SIPI"
"KAPKWOIKOI", 36,"KWANYIY"
"KAPKWOROS", 37,"KWANYIY"
"KAPKWOT", 13,"NGENGE"
"KAPLAK", 59,"KAPCHESOMBE"
"KAPLEGEP", 38,"KWANYIY"
"KAPLEKEPSOI", 39,"MOYOK"
"KAPLELKO", 37,"KAPTERET"
"KAPNANDI", 23,"KAPTERERWO"
"KAPNARBABA", 41,"GAMOGO"
"KAPNARKUT TOWN BOARD", 40,"BENET"
"KAPNGOTINY", 20,"KWOSIR"
"KAPNONGORE", 60,"KASEREM"
"KAPNYIKEW", 61,"TEGERES"
"KAPOKIN", 4,"ATUTUR"
"KAPOLIN", 73,"ONGINO"
"KAPOPWA WARD", 15,"NAPAK TOWN COUNCIL"
"KAPROBEN", 18,"SENENDET"
"KAPRORON TOWN BOARD", 41,"KAPRORON"
"KAPSABIT", 47,"CHEPKWASTA"
"KAPSABUKO", 62,"KAPSINDA"
"KAPSARUR", 48,"CHEPKWASTA"
"KAPSEKEK", 59,"CHEPKWASTA"
"KAPSENETON", 53,"KABEI"
"KAPSINDA WARD", 63,"KAPCHORWA TOWN COUNCIL"
"KAPSOMO", 42,"KAPTUM"
"KAPSUKWAR WARD", 44,"BUKWO TOWN COUNCIL"
"KAPSWAMA", 43,"GREEK RIVER"
"KAPTALI", 50,"KAPTERERWO"
"KAPTEKA", 65,"CHESOWER"
"KAPTENG", 44,"BINYINY"
"KAPTERERWA", 11,"KAPTERERWO"
"KAPTERET", 25,"KAPTERET"
"KAPTERIT", 45,"NGENGE"
"KAPTOKWOI", 64,"KAPTANYA"
"KAPTOMOLOGON", 24,"KAPTERERWO"
"KAPTONO", 15,"KASEREM"
"KAPTOYOY", 5,"BINYINY"
"KAPTUL", 65,"KAPTERET"
"KAPTUM", 9,"KAPTUM"
"KAPUJAN", 1,"KAPUJAN"
"KAPUNYASI", 3,"PETETE"
"KAPUWAI", 15,"OPWATETA"
"KAPUYAN", 67,"KACHUMBALA"
"KAPYANI", 24,"KASASIRA"
"KAPYATEI", 46,"MOYOK"
"KARAGO", 1,"BUKUUKU"
"KARAMA", 4,"RUBOROGOTA"
"KARAMBI", 30,"KASITU"
"KARANGARA", 41,"BITEREKO"
